transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_lof
ENST00000374343.4	TMEM57	1	25757589	25824957	1995	11	3.04855807602595e-05	8.02631994250967e-06	1.92319428949998e-05	3.22731792275001e-06
ENST00000294454.5	SLC25A34	1	16062980	16065901	915	5	1.66119386720351e-05	4.90219401082578e-06	1.03647333819235e-05	1.34501127928588e-06
ENST00000361427.5	HMGN2	1	26799103	26801639	273	6	3.5636106535677e-06	1.0102444663177e-06	2.132988759e-06	4.2037742825e-07
ENST00000375471.4	PADI1	1	17531712	17570738	1992	16	3.45063753389509e-05	9.99579171770097e-06	2.20068469539999e-05	2.50373666725e-06
ENST00000375375.3	PAX7	1	18958097	19062533	1563	8	3.48613379379641e-05	1.06664953737141e-05	2.1915474325e-05	2.27936823925e-06
ENST00000374490.3	HMGCL	1	24128952	24151905	978	9	1.46371524377764e-05	4.10470844002642e-06	9.120856154e-06	1.41158784375e-06
ENST00000374222.1	UBXN11	1	26608789	26629374	1563	14	3.04941244671213e-05	8.54586705037131e-06	1.8818678577e-05	3.12957883975e-06
ENST00000375406.1	ACTL8	1	18149503	18153014	1101	2	2.31044772602719e-05	6.99778743427185e-06	1.4719835292e-05	1.386854534e-06
ENST00000335648.3	C1orf213	1	23695790	23696171	381	1	8.60364823349139e-06	2.3392732342414e-06	5.49181795799999e-06	7.7255704125e-07
ENST00000374840.3	ALPL	1	21880574	21904141	1575	11	3.24784787870226e-05	1.06872141587726e-05	1.9672132446e-05	2.11913218225e-06
ENST00000337107.6	CELA3B	1	22303532	22315772	813	8	1.69741013635754e-05	4.98905866107539e-06	1.058498219e-05	1.4000605125e-06
ENST00000374561.5	ID3	1	23885450	23885917	360	2	8.06070055228932e-06	2.66050049918805e-06	4.92284658410246e-06	4.77353468998811e-07
ENST00000374695.3	HSPG2	1	22149808	22263710	13176	97	0.000278376683191981	8.53395780357457e-05	0.000173012915487853	2.00241896683831e-05
ENST00000360009.2	DHDDS	1	26759436	26795622	1005	8	1.81540688365884e-05	4.16465779458838e-06	1.1684734875e-05	2.304676167e-06
ENST00000375599.3	RSG1	1	16558542	16563237	777	5	1.5705947945321e-05	4.54440112717789e-06	1.05095252845612e-05	6.52021533581928e-07
ENST00000477853.1	EMC1	1	19545796	19578003	2982	23	5.18014802804264e-05	1.36825341114264e-05	3.2525959936e-05	5.592986233e-06
ENST00000361530.6	CNKSR1	1	26504038	26516039	2142	21	3.83723662554751e-05	1.02154031332251e-05	2.3773691238e-05	4.38327188425e-06
ENST00000375341.3	ALDH4A1	1	19199338	19229017	1692	15	3.68621683771815e-05	1.17777163833736e-05	2.25491480161652e-05	2.53530397764267e-06
ENST00000374399.4	NIPAL3	1	24746037	24795675	1221	11	2.29801130989201e-05	7.33154114467024e-06	1.39717372159999e-05	1.67683473825e-06
ENST00000374379.4	CLIC4	1	25072044	25167428	762	6	1.02800951076812e-05	2.96710598643119e-06	6.62520453400002e-06	6.8778458725e-07
ENST00000375111.3	PLA2G2A	1	20302193	20305266	435	4	7.05662393925124e-06	1.90126337175123e-06	4.68168113000001e-06	4.736794375e-07
ENST00000289749.2	NBL1	1	19969805	19983622	651	4	3.78643390043863e-06	1.27084584842469e-06	2.30292895832814e-06	2.12659093685798e-07
ENST00000294489.6	PDPN	1	13910300	13942406	717	6	1.3269393449017e-05	4.13153352225756e-06	8.16413241109252e-06	9.73727515666883e-07
ENST00000602326.1	EIF4G3	1	21133811	21329235	4776	31	6.66671723498502e-05	1.66757393108506e-05	4.23349817249996e-05	7.656451314e-06
ENST00000374145.1	PIGV	1	27117306	27124335	1482	3	2.06943524565205e-05	5.66706979552049e-06	1.3129792077e-05	1.897490584e-06
ENST00000312239.5	HP1BP3	1	21071289	21106933	1662	12	2.22212429571234e-05	6.04877083662341e-06	1.4050813639e-05	2.1216584815e-06
ENST00000375108.3	PLA2G5	1	20411323	20417185	417	4	8.54034379984246e-06	2.57281119884246e-06	5.057209368e-06	9.10323233e-07
ENST00000375102.3	PLA2G2F	1	20465920	20474894	636	5	1.08675017415554e-05	3.25068226023027e-06	6.78183781877647e-06	8.34981662548638e-07
ENST00000270800.1	IL22RA1	1	24447294	24469572	1725	7	2.94796308745174e-05	8.9610191330174e-06	1.8250176914e-05	2.2684348275e-06
ENST00000374434.3	MYOM3	1	24383853	24435126	4314	36	8.57164945047693e-05	2.50413841667688e-05	5.30556921310005e-05	7.619418207e-06
ENST00000270792.5	SH3BGRL3	1	26606646	26607614	282	3	6.48419752110164e-06	1.94898892785164e-06	3.787244417e-06	7.4796417625e-07
ENST00000374893.6	ECE1	1	21546447	21616907	2313	19	4.47336333977677e-05	1.38389854787675e-05	2.76514799010002e-05	3.243168018e-06
ENST00000401088.4	SZRD1	1	16693752	16721635	459	4	8.82791280688981e-06	2.62647119638981e-06	5.471900055e-06	7.295415555e-07
ENST00000314011.4	ZNF436	1	23688461	23694498	1413	3	2.09493705860719e-05	5.21347562132187e-06	1.3632207965e-05	2.10368699975e-06
ENST00000263980.3	SLC9A1	1	27426797	27480825	2448	12	4.99401052430813e-05	1.56385775498312e-05	3.13305413750001e-05	2.97098631825e-06
ENST00000254227.3	NR0B2	1	27238335	27240431	774	2	1.28787873188638e-05	3.4186571751138e-06	8.56737603999999e-06	8.9275410375e-07
ENST00000418390.2	TCEB3	1	24069915	24086063	2397	11	3.90769304058999e-05	1.03648386219e-05	2.32510845359999e-05	5.461007248e-06
ENST00000429261.2	PLA2G2C	1	20490483	20503856	450	4	6.95357293261547e-06	2.08152673011546e-06	4.12624877200001e-06	7.457974305e-07
ENST00000375099.3	UBXN10	1	20517054	20517897	843	1	1.32023788832779e-05	3.46617277727792e-06	8.310617487e-06	1.425588619e-06
ENST00000374301.3	MTFR1L	1	26149595	26158517	879	6	1.38529909444224e-05	3.81596813967236e-06	8.88978768800002e-06	1.14723511675e-06
ENST00000374298.3	AUNIP	1	26161483	26185848	1074	3	1.44520671571732e-05	3.97572198692322e-06	9.15615768900002e-06	1.32018748125e-06
ENST00000443980.2	NECAP2	1	16767256	16785491	822	7	1.44104523344298e-05	3.88849854067982e-06	8.84106069199999e-06	1.68089310175e-06
ENST00000430580.2	NBPF1	1	16890437	16918516	3420	23	4.33404157731829e-05	1.19014748969521e-05	2.59452037687311e-05	5.49373710749968e-06
ENST00000374409.1	STPG1	1	24685032	24727878	1005	8	1.68993290751254e-05	4.89271214562536e-06	1.0391455385e-05	1.6151615445e-06
ENST00000290122.3	CELA3A	1	22328167	22338960	813	8	1.58889472987807e-05	4.67769263978073e-06	9.67239872099999e-06	1.538855938e-06
ENST00000361720.5	GPATCH3	1	27217500	27226933	1578	7	3.07982113923092e-05	7.81414910155918e-06	2.048070999e-05	2.50335230075e-06
ENST00000375486.4	PADI2	1	17395538	17445866	1998	16	4.14439364480342e-05	1.23847998447841e-05	2.57481084970001e-05	3.31102810625e-06
ENST00000311890.9	HSPB7	1	16342074	16344458	513	3	4.21185922020092e-06	1.3494254472915e-06	2.68619997369563e-06	1.76233799213792e-07
ENST00000375826.3	AGMAT	1	15900145	15911462	1059	7	1.34536919456183e-05	4.13496639511352e-06	8.73955779997708e-06	5.7916775052767e-07
ENST00000375759.3	SPEN	1	16174562	16265922	10995	15	0.000179182853418444	4.75389311941957e-05	0.000115021826321998	1.662209590225e-05
ENST00000375949.4	CTRC	1	15764960	15773084	807	8	1.69398338218334e-05	5.29049051783337e-06	1.0389088149e-05	1.260255155e-06
ENST00000374282.3	PAFAH2	1	26288479	26317307	1179	10	1.91946934599791e-05	4.56532210572913e-06	1.2709217399e-05	1.92015395525e-06
ENST00000375980.4	EFHD2	1	15736467	15755220	723	4	4.58377744949579e-06	1.56688175928308e-06	2.8516755333904e-06	1.65220156822309e-07
ENST00000374280.3	EXTL1	1	26349137	26361838	2031	11	3.56758456623898e-05	1.02061927973898e-05	2.3099694568e-05	2.369958297e-06
ENST00000375662.4	FAM131C	1	16384931	16399937	843	7	1.21574235793463e-05	3.822083120178e-06	7.31899719542802e-06	1.01634326374027e-06
ENST00000374497.3	GALE	1	24122438	24125497	1047	10	1.89256995228227e-05	5.34027689657271e-06	1.2118935759e-05	1.46648686725e-06
ENST00000329454.2	C1orf64	1	16330798	16332841	510	2	8.83082227906333e-06	2.77975864381333e-06	5.473997494e-06	5.7706614125e-07
ENST00000374550.3	RPL11	1	24018313	24022863	537	6	8.6652022195604e-06	1.98248161431039e-06	5.68709363100001e-06	9.9562697425e-07
ENST00000361640.4	AKR7A3	1	19609224	19615203	996	7	2.21231082693664e-05	6.87626903686635e-06	1.3918099052e-05	1.3287401805e-06
ENST00000374514.3	LYPLA2	1	24119172	24121222	696	9	1.29338083986081e-05	3.80931712060812e-06	8.08637920200001e-06	1.038112076e-06
ENST00000374135.4	GPN2	1	27206167	27216587	933	5	2.055891222876e-05	6.74290633626e-06	1.2415852889e-05	1.4001530035e-06
ENST00000404138.1	ZBTB40	1	22816441	22852889	3720	17	5.22587818745488e-05	1.47422427130489e-05	3.33140464529999e-05	4.20249270850001e-06
ENST00000400664.1	KLHDC7A	1	18807475	18809809	2334	1	5.19460445814022e-05	1.60385450836521e-05	3.34782278940001e-05	2.42927160375e-06
ENST00000441801.2	FBLIM1	1	16091478	16101526	1125	5	2.12773863132679e-05	6.33722434151803e-06	1.34527233299999e-05	1.48743864175e-06
ENST00000375120.3	OTUD3	1	20209006	20234239	1197	8	2.32467797080539e-05	6.27971233080401e-06	1.48170280409999e-05	2.15003933625e-06
ENST00000375071.3	CDA	1	20915622	20945061	441	4	7.06082169937389e-06	2.06976532762389e-06	4.449362511e-06	5.4169386075e-07
ENST00000400181.4	KDM1A	1	23346089	23409857	2631	21	4.60056185254474e-05	1.27349853169475e-05	2.85485390499999e-05	4.7220941585e-06
ENST00000375142.1	CAPZB	1	19669255	19811932	834	9	1.27827488677048e-05	3.65861193870481e-06	7.889674885e-06	1.234462044e-06
ENST00000375743.4	ZBTB17	1	16268463	16274990	2412	14	4.73078346353229e-05	1.5282263124887e-05	2.92529780987238e-05	2.77259341171206e-06
ENST00000345034.1	RSC1A1	1	15986363	15988217	1854	1	2.30210901412821e-05	6.03727721978208e-06	1.5242147535e-05	1.7416653865e-06
ENST00000374271.4	PDIK1L	1	26440799	26449068	1026	2	1.43814128685614e-05	3.48587816706139e-06	9.24050685799999e-06	1.6550278435e-06
ENST00000375116.3	PLA2G2E	1	20246799	20250052	429	4	9.29080044517776e-06	2.93828746567776e-06	5.798896093e-06	5.536168865e-07
ENST00000374619.1	HTR1D	1	23519578	23520712	1134	1	1.89866930998426e-05	5.61912042984256e-06	1.2388071096e-05	9.79501574e-07
ENST00000359621.4	CELA2A	1	15783248	15798502	810	8	1.66740886796376e-05	5.45692237938755e-06	9.962937555e-06	1.25422874525e-06
ENST00000374204.1	ZNF683	1	26688141	26695062	1515	5	2.40257602035902e-05	6.9098901875902e-06	1.528408502e-05	1.831784996e-06
ENST00000375847.3	DNAJC16	1	15855600	15894672	2349	14	3.61178581779854e-05	9.51128254798552e-06	2.22575451819999e-05	4.34903044800001e-06
ENST00000294413.7	RHCE	1	25689017	25747277	1254	10	1.55575543498635e-05	4.83684041672622e-06	9.55042199693039e-06	1.17029193620687e-06
ENST00000374213.2	CD52	1	26644508	26646793	186	2	2.77574433514789e-06	7.63582456897886e-07	1.82684317e-06	1.8531870825e-07
ENST00000374639.3	C1QC	1	22970516	22974276	738	2	1.50346846629145e-05	5.44090867341449e-06	8.79062126200001e-06	8.031547275e-07
ENST00000376030.2	KAZN	1	14925493	15441131	2328	15	2.35308390647479e-05	7.2451362881591e-06	1.47168858037181e-05	1.56881697287073e-06
ENST00000374296.3	PAQR7	1	26189289	26190330	1041	1	1.92003726178619e-05	5.80565416211193e-06	1.2072805023e-05	1.32191343275e-06
ENST00000333868.5	CASP9	1	15819437	15850695	1251	9	8.9528733141277e-06	2.58723350398989e-06	5.72533419242413e-06	6.40305617713684e-07
ENST00000399916.1	RUNX3	1	25228612	25291062	1290	6	3.38492948581086e-05	1.09291045788954e-05	2.13226265531604e-05	1.59756372605275e-06
ENST00000374392.2	NCMAP	1	24921921	24932238	309	3	5.58048966299979e-06	1.69002146049979e-06	3.486241065e-06	4.042271375e-07
ENST00000235835.3	AKR7A2	1	19630718	19638618	1080	7	2.40344545544665e-05	8.11872087532527e-06	1.48241836801872e-05	1.09154999895406e-06
ENST00000252992.4	CEP85	1	26566274	26603784	2289	13	3.41178782368093e-05	8.4761447673095e-06	2.16019638919998e-05	4.03976957750001e-06
ENST00000375079.2	VWA5B1	1	20637094	20680756	3663	21	3.04373887232204e-05	9.10853159135677e-06	1.89341686887162e-05	2.39468844314743e-06
ENST00000247986.2	KIF17	1	20991076	21044199	3090	15	6.63413543703584e-05	2.09779829968581e-05	4.18306888070003e-05	3.5326825665e-06
ENST00000531382.1	RPS6KA1	1	26872391	26900692	2235	21	3.99516908345661e-05	1.14084327495661e-05	2.5855513953e-05	2.687744132e-06
ENST00000361729.2	E2F2	1	23836371	23857285	1314	7	2.50205958727203e-05	8.55613987747028e-06	1.4993998166e-05	1.47045782925e-06
ENST00000374358.4	TMEM50A	1	25666977	25687196	474	6	6.494281193163e-06	1.369532508413e-06	4.234467382e-06	8.9028130275e-07
ENST00000358432.5	EPHA2	1	16451709	16482427	2931	17	6.60840384680843e-05	2.01683110788339e-05	4.17243943450004e-05	4.19133304425e-06
ENST00000376085.3	LRRC38	1	13802313	13840088	885	2	7.05220177746527e-06	2.58181386170294e-06	4.23098325967834e-06	2.39404656083982e-07
ENST00000339276.4	SFN	1	27189703	27190450	747	1	1.63122217628655e-05	5.29082085636558e-06	9.95218368099996e-06	1.0692172255e-06
ENST00000327535.1	IFNLR1	1	24483619	24513738	1563	7	2.62089707815689e-05	7.8862606365689e-06	1.6378067287e-05	1.944642858e-06
ENST00000450454.2	TCEA3	1	23707958	23751126	1047	11	1.70643453759621e-05	4.42893266996212e-06	1.1228520742e-05	1.406891964e-06
ENST00000236273.4	SYF2	1	25549756	25558958	732	7	1.22575387865654e-05	3.0656614620654e-06	7.98894676600001e-06	1.2029305585e-06
ENST00000374332.4	MAN1C1	1	25944288	26110280	1893	12	3.86176864455376e-05	1.17351628902436e-05	2.37250182818331e-05	3.15750527346087e-06
ENST00000321265.5	NUDC	1	27248339	27272672	996	9	1.79703584324713e-05	4.80784173197139e-06	1.14083108449999e-05	1.7542058555e-06
ENST00000374479.3	FUCA1	1	24172204	24194776	1401	8	2.5980870350147e-05	7.63652932682879e-06	1.61545665979161e-05	2.18977442540208e-06
ENST00000375592.3	FBXO42	1	16577164	16641913	2154	9	3.34639863854265e-05	8.44552104742663e-06	2.12970617019999e-05	3.721403636e-06
ENST00000235372.7	PRDM2	1	14042100	14143042	5157	8	7.75037246557265e-05	2.15009769524767e-05	4.93726002379998e-05	6.63014746525e-06
ENST00000336689.3	ASAP3	1	23756348	23810626	2712	25	5.30409797703116e-05	1.61313151148116e-05	3.2106536651e-05	4.8031280045e-06
ENST00000290167.6	WNT4	1	22446542	22469415	1056	5	2.68413870838685e-05	8.28016371036849e-06	1.6990757847e-05	1.5704655265e-06
ENST00000455833.2	IFFO2	1	19235054	19282826	1554	9	1.14480675042898e-05	3.90245466142462e-06	6.95456034998705e-06	5.9105249287808e-07
ENST00000374338.4	LDLRAP1	1	25870189	25893483	927	9	1.88599344575885e-05	6.06911866183863e-06	1.16485803349999e-05	1.14223546075e-06
ENST00000326735.8	ATP13A2	1	17312715	17338233	3543	29	7.51100193925443e-05	2.32677457470438e-05	4.66489925940005e-05	5.1932810515e-06
ENST00000527815.1	AIM1L	1	26648458	26670526	2364	19	1.58224742119816e-05	4.88960560959986e-06	9.60226371526675e-06	1.330604887115e-06
ENST00000375910.3	CELA2B	1	15802620	15817807	810	8	1.64188377908965e-05	5.59164077689653e-06	9.52101779599999e-06	1.306179218e-06
ENST00000328664.4	RHD	1	25599038	25655415	1254	10	1.40519598852929e-05	4.38440825305205e-06	8.60715773558668e-06	1.06039389665413e-06
ENST00000290101.4	RAP1GAP	1	21924212	21978315	2184	24	3.18635655464899e-05	1.00816529235083e-05	1.94259829736382e-05	2.35592964934339e-06
ENST00000243189.7	C1orf63	1	25569079	25573454	873	4	2.2635357443558e-05	5.738785849558e-06	1.4839486518e-05	2.057085076e-06
ENST00000308271.9	USP48	1	22005909	22109450	3108	27	4.68616865235587e-05	1.17604148573088e-05	2.95321555889999e-05	5.56911607725001e-06
ENST00000314933.6	C1QB	1	22985949	22987879	762	2	1.34062597696972e-05	3.99560596419722e-06	8.74960376699999e-06	6.610500385e-07
ENST00000375153.3	PQLC2	1	19644171	19655137	876	7	1.84807907819128e-05	5.98585059841281e-06	1.115392706e-05	1.3410131235e-06
ENST00000375499.3	SDHB	1	17345375	17380514	843	8	1.35762016749366e-05	3.21077602493657e-06	8.39437503600001e-06	1.971050614e-06
ENST00000375541.5	CROCC	1	17248513	17298941	6054	37	4.27758644830933e-05	1.13099748856929e-05	2.8324179496001e-05	3.14171010139937e-06
ENST00000324856.7	ARID1A	1	27022894	27107247	6858	20	0.000130469971195666	4.04784116869175e-05	8.04156467409987e-05	9.57591276775e-06
ENST00000444387.2	SH2D5	1	21048284	21054537	1272	9	2.47530343015107e-05	6.81973021303705e-06	1.62550564604189e-05	1.67824762805469e-06
ENST00000344642.2	LDLRAD2	1	22138944	22148708	819	5	1.78689786689024e-05	6.14633312270729e-06	1.09336641509615e-05	7.88981395233571e-07
ENST00000330263.4	MRTO4	1	19578329	19585324	720	8	1.16821767525655e-05	3.16885927131549e-06	7.359181509e-06	1.15413597225e-06
ENST00000375254.3	UBR4	1	19401325	19536742	15552	106	0.000243998121485352	6.65956901128477e-05	0.000156635564245004	2.07668671275e-05
ENST00000456354.2	CATSPER4	1	26517118	26529033	1419	10	2.68311028989576e-05	7.64841092945763e-06	1.6752005089e-05	2.4306868805e-06
ENST00000331433.4	CLCNKA	1	16349114	16360153	2064	19	3.83004287987795e-05	1.15146754995295e-05	2.3890753948e-05	2.89499935125e-06
ENST00000270747.3	ARHGEF19	1	16525081	16535549	2409	15	3.63951170031776e-05	1.00722303648917e-05	2.30835383751398e-05	3.23934826314613e-06
ENST00000361221.3	ARHGEF10L	1	17907090	18023875	3840	28	7.62545756697416e-05	2.35756623557412e-05	4.77585414140004e-05	4.92037190000001e-06
ENST00000428417.1	TMEM51	1	15541583	15546239	762	2	1.51111223469752e-05	5.22291807797522e-06	8.82317108099998e-06	1.065033188e-06
ENST00000318249.5	NBPF3	1	21771579	21809879	1902	14	2.79766662220833e-05	7.70339101408334e-06	1.6519255567e-05	3.754019641e-06
ENST00000335496.1	SPATA21	1	16725259	16757866	1410	11	8.33048495075733e-06	2.32154110318426e-06	5.28892621968439e-06	7.20017627888673e-07
ENST00000320567.5	C1orf172	1	27276559	27278871	1197	3	2.3463551252239e-05	5.82569618123898e-06	1.5868609457e-05	1.769245614e-06
ENST00000373366.2	GJB3	1	35250363	35251176	813	1	1.79399582074928e-05	5.32767549849275e-06	1.105469605e-05	1.557586659e-06
ENST00000488417.1	C1orf94	1	34643390	34684362	1797	7	9.15718470088209e-06	2.71878291958532e-06	5.64451134789015e-06	7.93890433406615e-07
ENST00000373477.4	YARS	1	33241581	33282845	1587	13	2.37590543766987e-05	6.59326549944871e-06	1.4965327454e-05	2.20046142325e-06
ENST00000373467.3	HPCA	1	33354499	33359463	582	3	1.35588313531489e-05	4.3056558206489e-06	8.474186635e-06	7.789888975e-07
ENST00000361328.3	ZSCAN20	1	33944889	33961076	3132	7	4.5537745150678e-05	1.12353909601781e-05	3.00484803319999e-05	4.25387385850001e-06
ENST00000373151.2	MAP7D1	1	36622018	36645859	2526	17	2.05196662333875e-05	5.5592980563653e-06	1.34073545199863e-05	1.55301365703589e-06
ENST00000403528.2	HCRTR1	1	32084793	32092581	1278	7	2.36075019875687e-05	6.26050375731867e-06	1.5850578857e-05	1.49641937325e-06
ENST00000357182.4	ZMYM6	1	35452704	35496240	3978	15	1.6849222045524e-05	3.98167156489306e-06	1.08348334033298e-05	2.03271707730113e-06
ENST00000373016.3	FHL3	1	38463076	38465084	843	5	1.67671658828429e-05	4.59493806359293e-06	1.071998126e-05	1.45224655925e-06
ENST00000291416.5	TRIM62	1	33612777	33647033	1428	5	3.18201654874247e-05	1.03023604055193e-05	1.98541367110247e-05	1.66366837088067e-06
ENST00000373586.1	EIF3I	1	32688042	32696797	978	11	1.67855950811589e-05	4.71124668240891e-06	1.0839883279e-05	1.23446511975e-06
ENST00000373103.1	CSF3R	1	36931957	36945097	2592	15	3.87649946485055e-05	1.09381197082555e-05	2.4566227196e-05	3.26064774425e-06
ENST00000373062.3	GNL2	1	38032455	38061423	2196	16	3.34685191113175e-05	7.49411178131754e-06	2.1735164727e-05	4.239242603e-06
ENST00000257118.5	PHC2	1	33790465	33841140	2577	14	4.74062237649028e-05	1.40948857101527e-05	3.00893574470001e-05	3.22198060775e-06
ENST00000373014.4	UTP11L	1	38478474	38489300	762	8	1.34346038191304e-05	2.88721857138035e-06	8.53399933400001e-06	2.01338591375e-06
ENST00000372703.1	EXO5	1	40980216	40981338	1122	1	1.36782881729011e-05	3.65832245440107e-06	8.87796609299999e-06	1.1419996255e-06
ENST00000373036.4	MTF1	1	38280807	38323330	2262	10	3.30598294211427e-05	9.29803563064274e-06	2.049668826e-05	3.2651055305e-06
ENST00000373048.4	EPHA10	1	38184043	38230738	3027	17	7.32274077641598e-05	2.30903916980185e-05	4.51922333399313e-05	4.94478272621002e-06
ENST00000354858.6	AK2	1	33478781	33502429	720	6	1.21927607389388e-05	3.43012966293879e-06	7.63801166100001e-06	1.124619415e-06
ENST00000446293.2	BSDC1	1	32832222	32860015	1344	11	2.17246939922985e-05	6.40707740404852e-06	1.3426950946e-05	1.89066564225e-06
ENST00000373714.1	ZCCHC17	1	31782945	31837040	726	7	9.01729092180654e-06	1.91428274580654e-06	5.787551019e-06	1.315457157e-06
ENST00000373609.1	TXLNA	1	32645946	32660796	1641	10	2.76405762048074e-05	7.11483063580748e-06	1.82115163099999e-05	2.314229259e-06
ENST00000373330.1	ZMYM1	1	35559588	35580860	3429	9	4.1199036026929e-05	1.04461845161792e-05	2.62235942449998e-05	4.52925726575001e-06
ENST00000373736.2	NKAIN1	1	31654549	31712394	624	7	4.68042079239047e-06	1.38043044463982e-06	2.87383037852399e-06	4.26159969226654e-07
ENST00000373463.3	TMEM54	1	33360405	33366839	669	6	4.44592238248084e-06	1.30622582864167e-06	2.91143243744055e-06	2.28264116398617e-07
ENST00000373625.3	KPNA6	1	32573731	32636495	1611	14	2.51255785104972e-05	6.17645074499731e-06	1.55760986639999e-05	3.3730291015e-06
